preTest,postTest,group,collaboration,argumentation,cooperative
78.82485372028627,82.6816125374473,21,3.501279467356956,1.0,1.0
88.63938533508204,79.87095433192295,21,6.355684832805135,0.0,1.0
76.35942899093311,81.49797371885134,21,6.831280276255236,1.0,1.0
81.05003739643223,85.2374312494876,21,7.885693072482689,1.0,1.0
95.54771953446209,84.7789802074235,21,-1.516276849944956,0.0,-1.0
75.19611195478473,80.85333894314415,21,1.618491399613661,0.0,1.0
78.86862351183643,83.2698726169461,21,8.638996095717296,0.0,2.0
82.27882728666522,78.25718709157879,21,2.788778814199022,0.0,1.0
81.98253085758223,76.52937876709466,21,4.868718370317676,0.0,1.0
79.98507005019364,80.59813979755582,21,5.266908607610262,1.0,1.0
80.84265891519944,83.44147526293946,21,-4.600551730065602,0.0,0.0
81.97762846297009,80.27415916826197,21,4.764470985409022,1.0,1.0
80.66220761039443,83.50431190843862,21,8.004380441923677,1.0,1.0
71.00722223321063,79.9875421544373,21,2.904764689148194,1.0,0.0
74.45941629021952,82.25434880696342,21,5.7940574339198605,1.0,1.0
79.6975720783792,82.47015367575973,21,6.90921364492658,1.0,1.0
85.22591231462297,75.11586027135287,21,2.4274701271839882,0.0,1.0
74.35951260924742,86.2764499552684,21,-1.6567255044165525,0.0,0.0
77.1053881529207,78.22276273755391,21,2.129950753881002,0.0,1.0
76.07030593526378,81.91645678164375,21,8.197160203362577,1.0,1.0
81.2236430592739,80.99653691600793,21,2.228823742771077,0.0,1.0
72.1499925172548,82.88484984925839,21,2.4124924826591063,0.0,0.0
77.86990725746881,84.32315713326685,21,-1.4125872943440072,0.0,0.0
57.74700973129454,51.045347187034714,22,-0.552172588685104,0.0,0.0
49.75556524852165,53.263251293844185,22,5.3230397899219595,0.0,0.0
52.57928340441735,52.6564597495231,22,1.004925172715569,1.0,0.0
45.66088267323014,48.81650476352672,22,-1.165772396643944,0.0,1.0
43.284760039845104,55.38580815315365,22,6.296065244799214,0.0,0.0
39.889139229392214,48.95223299496457,22,2.5703508428909507,0.0,0.0
51.99737231796223,52.17111683835105,22,2.4594692232564728,0.0,1.0
55.5545728624645,52.26448081728897,22,4.7936540783886175,2.0,2.0
50.707625669453336,59.62649596835441,22,-3.7390540282105404,-2.0,1.0
43.79954982141193,48.911457771917796,22,6.0201142994305314,2.0,1.0
57.379116613940475,54.55125835754523,22,-1.8706005069460956,0.0,0.0
55.144976250124095,49.276709508483265,22,6.317287357214777,0.0,1.0
56.54554817017763,60.30323439534086,22,2.548187109363909,0.0,1.0
49.97159661722123,58.13185800790032,22,-2.0433946668229046,-1.0,0.0
41.66349334982394,53.92136435436246,22,-1.9341944812230445,0.0,0.0
46.694899683264055,59.93133557209596,22,-0.231831163698063,0.0,0.0
53.040502169337884,44.185716628748025,22,2.074098280686001,0.0,0.0
46.33235522788216,51.00906490996068,22,1.7389950073118212,0.0,0.0
53.164433202869965,51.81979766354988,22,-4.775052666235863,0.0,1.0
58.2882132890312,57.64975572134349,22,3.516483275348588,0.0,1.0
52.984377502954175,51.827386049492496,22,9.913811303082243,2.0,2.0
39.51542791953756,54.2671509105429,22,9.477904554690705,0.0,1.0
45.52112301642921,57.10070902043657,22,1.4634161947976754,0.0,1.0
42.285288430240456,57.92414570020267,22,4.754175588959035,2.0,1.0
54.72329177965221,54.45499630363837,22,6.3279272076444935,0.0,1.0
51.9902376140849,45.74818720729077,22,6.297267124944254,0.0,2.0
35.7149805124384,60.39173609317298,22,5.521810292432419,0.0,1.0
51.40305000929788,45.55047561171937,22,5.799450122532115,0.0,1.0
62.98722489685836,52.854063869097295,22,6.482574535851572,1.0,1.0
55.914984309744064,57.52695794705494,22,5.808661509847603,2.0,1.0
51.6669068548844,57.458996357452804,22,-0.25811331739056287,0.0,0.0
52.29330056124915,51.53620401865142,22,-1.8436822758538365,0.0,0.0
61.19889065532212,49.28838840712982,22,-3.0754390195490675,0.0,1.0
45.11399774010502,56.27304621256404,22,12.110476649131774,2.0,1.0
48.42257745681124,53.48018440500654,22,8.075143151376196,1.0,1.0
47.69162642912803,56.56293780380494,22,5.764451262246436,0.0,0.0
52.38025830990785,47.974193903801684,22,0.27068520174398736,1.0,1.0
42.26522991775796,58.758815599362634,22,5.824804060698222,2.0,1.0
42.91134246892521,54.47133856753652,22,2.1024043071067515,1.0,0.0
45.272364412948136,49.780629048343506,22,6.39918218359641,2.0,1.0
43.57136481311744,58.481316629735424,22,5.346144890477985,2.0,0.0
50.8158313765529,56.01123441594146,22,4.396070272827005,2.0,0.0
48.587460241233856,60.09420177937916,22,9.329939321427776,2.0,1.0
49.47137653163365,56.68757440809696,22,7.653988904290585,2.0,1.0
52.593924794479065,59.03635481736795,22,7.55293454209013,2.0,2.0
50.1422803344994,53.11114456797101,22,4.0429597496640435,2.0,1.0
49.80371287107662,52.89594398900423,22,1.711607204901602,2.0,0.0
39.279062447507584,60.26856909018203,22,0.5200389767449605,0.0,0.0
40.496565018323295,53.40829755600492,22,0.9727188728202112,1.0,0.0
51.323560977575184,57.75214781690587,22,8.236997398774156,1.0,1.0
55.699483219633194,62.64298671633423,22,5.602117927053828,2.0,1.0
57.84607981583487,61.57025548242555,22,4.366768226394827,2.0,1.0
49.05757224816579,48.307492733297465,22,6.860202418525384,2.0,1.0
56.12365842074677,55.37138619030598,22,6.315987409901683,2.0,1.0
48.22026011926393,50.38633587164213,22,0.1329768278942793,0.0,0.0
75.20037172222865,60.58696135057321,22,-1.152777094967831,0.0,0.0
70.48998232676364,64.45808531772205,22,-3.6269540441588584,0.0,1.0
70.18550789326012,62.28903823621389,22,2.760124236082315,0.0,1.0
65.55874891028473,68.53848467595053,22,7.969236455787221,2.0,1.0
75.24993410800127,73.25814158481167,22,-3.7820379906206334,0.0,1.0
63.70774554270662,63.092143258713286,22,-9.703878216081128,0.0,1.0
66.3147490452579,66.87950509755815,22,-5.572292768703631,0.0,1.0
69.46876839090531,63.8385346236976,22,-6.5355160743908876,0.0,1.0
65.79648820908818,63.92455533215151,22,-7.427741254271714,0.0,1.0
67.33615832724288,59.91806971932571,22,-1.4063391433874264,0.0,1.0
76.20567977466092,64.71799025340992,23,-0.5653121343675731,0.0,0.0
67.55809125608698,65.85088266543771,23,7.0712899861748015,1.0,1.0
73.71478466582984,68.06097137287175,23,7.345193758179797,1.0,1.0
68.59147994750464,64.07307152936941,23,7.450428681388266,1.0,2.0
60.2309814792792,60.809232436374145,23,2.0127410741485097,0.0,1.0
74.7105486055536,59.11555800492164,23,4.947553053962447,1.0,2.0
70.74677081057968,78.63083244636533,23,7.713755848068185,1.0,1.0
71.60923161274064,60.336211059616595,23,2.5559954199891983,1.0,-1.0
64.96739100756616,65.94404119228498,23,2.360712227400247,1.0,-1.0
74.51520595379083,73.52929554831405,23,1.1780624491970693,0.0,-1.0
70.35784741353496,58.98002480719637,23,8.382554790398906,1.0,1.0
74.35528577390617,66.95228129418332,23,-0.19685931660489125,0.0,0.0
64.41086134086031,65.92725496171124,23,0.5124201888034413,0.0,0.0
61.85212356732826,69.56110294902109,23,-0.998165042354668,0.0,0.0
66.49754059887212,62.42880675223456,23,1.5850999337260432,2.0,-2.0
68.42768385674546,71.95500618912654,23,5.467603219041929,1.0,1.0
71.56065597454321,73.11806198829223,23,7.419690121842009,0.0,2.0
76.52743799502791,67.70241877876626,23,5.315551532177805,0.0,1.0
73.05593757224183,66.4431626424401,23,2.9111714817172447,0.0,1.0
69.01912755490231,74.51992483868948,23,6.5706427065772885,1.0,1.0
69.36117859666541,66.20281829298155,23,9.463435668209039,1.0,1.0
77.08234512637718,69.45230064635568,23,6.675308820640131,1.0,1.0
68.84935212463883,68.44729583963861,23,5.773623014594377,1.0,1.0
73.25785942607435,64.97615408526144,23,6.273690554518713,1.0,1.0
71.9809425571938,59.341414849460335,23,8.421623073399823,1.0,1.0
68.64905184598179,64.20632628403881,23,-1.280764907409342,0.0,-1.0
72.53934057257723,67.22817470201008,23,5.852162585571817,1.0,1.0
74.10636935700298,64.15824489019275,23,0.5715112243607747,0.0,0.0
71.6918011939784,65.27062797068582,23,8.417397039836683,1.0,2.0
67.2787528781253,64.801964787824,23,1.9243010019243874,1.0,-1.0
65.38563312737853,63.24121466815337,23,-3.5615400526480334,0.0,-1.0
69.7624953286406,81.53300159989226,23,2.9629120212998443,1.0,1.0
59.485606673598355,69.07260673315828,23,7.144468583298429,1.0,1.0
65.27508871691474,71.9112536856649,23,9.503726475359564,2.0,2.0
67.16808415959531,61.742227752936614,23,-0.4651379175942525,0.0,0.0
67.20772330777902,65.03903783550801,23,0.3309991729779704,0.0,1.0
61.78161878474441,63.24847942313625,23,5.28454023269468,1.0,1.0
72.09966169907783,68.85791137083888,23,5.262206182001838,1.0,1.0
67.60390927820795,63.19301919041559,23,4.1345233441230915,0.0,1.0
66.11297859251694,66.56248624492875,23,6.486792308233849,1.0,1.0
74.22061877338162,68.62270373721691,23,1.5520006146992418,0.0,0.0
77.64916105176198,68.65756336028255,23,0.9599918086169603,0.0,0.0
62.76659738800994,64.9136873895855,23,-2.6728471961232643,0.0,-1.0
62.97371266141108,57.263069062137646,23,5.612654438090421,0.0,1.0
67.45481153788191,61.76027939159607,23,3.2820460594907943,0.0,1.0
68.06885175166951,72.83439476162503,23,4.137595168207044,1.0,1.0
67.9194577565675,63.58343200876492,23,9.253218292168773,0.0,2.0
73.24200759229386,67.8826560184292,23,3.5517036358529626,1.0,1.0
76.63303183152146,69.39581617697318,23,-1.2449390173547832,0.0,0.0
73.15710214982926,73.07159311723066,23,-1.0938809585832665,0.0,0.0
67.17620323853996,70.24555456438044,23,-0.19040085860362055,0.0,0.0
68.80136037591595,59.922486096008626,23,1.6974832086697635,0.0,0.0
71.19489471237335,64.70865014971001,23,1.6132236660723467,1.0,1.0
70.3196696887121,58.346237580286406,23,-3.3097312120915423,1.0,0.0
78.04379729283956,64.37688737695264,23,5.495762008243689,1.0,0.0
